,creationDate,isFresh,isRotten,isRtUrl,isTop,reviewUrl,quote,reviewId,scoreSentiment,critic.name,critic.criticPictureUrl,critic.vanity,publication.id,publication.name,scoreOri
110,"Jun 27, 2019",True,False,False,False,https://www.alternateending.com/2019/06/toy-story-4-2019.html,One of the most impressive technical achievements in the history of computer animation.,2600504,POSITIVE,Tim Brayton,http://resizing.flixster.com/3h7M-WGrxYNX_GzbuoPvrMko01Q=/128x128/v1.YzszODU2O2o7MTkxNzA7MjA0ODszMDA7MzAw,tim-brayton,2856,Alternate Ending,3.5/5
111,"Jun 27, 2019",True,False,False,False,https://cinemaaxis.com/2019/06/26/toy-story-4/,"In making Bo Peep such an engaging character, director Josh Cooley pulls one's attention away from the disjointed nature of the story.",2600481,POSITIVE,Courtney Small,http://resizing.flixster.com/wUGY-HfU9PHxI9e_cfU2ax3HJ0c=/128x128/v1.YzszMTkxO2o7MTkxNzA7MjA0ODszMDA7MzAw,courtney-small,3296,Cinema Axis,C
112,"Jun 27, 2019",True,False,False,False,https://codigoespagueti.com/resenas/resena-toy-story-4-el-inteligente-y-hermoso-final-de-una-querida-saga/,Toy Story 4 is an intelligent film about transcending nostalgia and moving on. The perfect ending for a saga that has accompanied the dreams of a entire generation. [Full review in Spanish],2600356,POSITIVE,Nicolás Ruiz,http://resizing.flixster.com/QSjVPrl5OfXXAksn8kybVH08m_E=/128x128/v1.YzszMzQyO2o7MTkxNzA7MjA0ODszMDA7MzAw,nicolas-ruiz,2665,Código espagueti,9.2/10
113,"Jun 27, 2019",True,False,False,False,https://www.youtube.com/watch?v=Rh0622uL-eI,Everything old is new again in this refreshing threequel. Plus you get just enough new characters to add to the fun. Woody and Bo - who knew!,2600432,POSITIVE,Jackie K. Cooper,http://resizing.flixster.com/P8pzs6vJKtS7AIgCWEk_ODBpmYw=/38x40/v1.YzsxNzcwO2o7MTkxNzA7MjA0ODszODs0MA,jackie-k-cooper,1557,jackiekcooper.com,8/10
114,"Jun 27, 2019",True,False,False,False,https://www.cinencuentro.com/2019/06/26/critica-toy-story-4-pixar-disney/,"It's amazing to see how a sequel that was initially perceived as unnecessary, ultimately became one of the best entries in the series. [Full review in Spanish]",2600402,POSITIVE,Sebastian Zavala Kahn,http://resizing.flixster.com/mFuwmbwamSfJoRMGo4rtE72ZYKY=/128x128/v1.YzszODMwO2o7MTkxNzA7MjA0ODsyNTA7MjUw,sebastian-zavala-kahn,2705,Cinencuentro,4.5/5
115,"Jun 27, 2019",True,False,False,False,http://shakefire.com/review/toy-story-4,"Toy Story 4 may very well be the strongest film in the franchise with a heartfelt story that is full of laughter, warmth, and love, showing that four films later there is still plenty of life left in these toys.",2600382,POSITIVE,Matt Rodriguez,http://resizing.flixster.com/7O36airbNt1GYxjwXW-1DBi753s=/128x128/v1.YzszMDcxO2o7MTkxNzA7MjA0ODszMDA7MzAw,matt-rodriguez,3154,Shakefire,A+
116,"Jun 26, 2019",True,False,False,False,https://www.whatiwatchedtonight.co.uk/toy-story4,"This may just be the best of the bunch, so get your tissues ready to join the gang one last time.",2600337,POSITIVE,Matt Hudson,http://resizing.flixster.com/noQehjiobTcIPEQqVcRBCTWakbg=/128x128/v1.Yzs0MDA5O2o7MTkxNzA7MjA0ODszMDA7MzAw,matt-hudson-23219,3181,What I Watched Tonight,9.5/10
117,"Jun 26, 2019",True,False,False,False,https://www.ravereviews.org/entertainment/review-toy-story-4/,"The new movie matches elements of David Lynch aesthetics, R.L. Stine-inflected villainy, and Pixar's trademark heartstring-pulling. It pays off to incredible results.",2600303,POSITIVE,Abby Olcese,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,abby-olcese,3139,Rave Reviews,93/100
118,"Jun 26, 2019",False,True,False,False,https://www.worldofreel.com/blog/2019/6/toy-story-4-review-weakest-film-of-the-series-its-time-for-pixar-to-move-on-,"If the first three installments felt breezy and effortless, Cooley's movie feels forced and unimportant.",2600299,NEGATIVE,Jordan Ruimy,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,jordan-ruimy,2862,World of Reel,C+
119,"Jun 26, 2019",True,False,False,False,http://cinexcepcion.mx/toy-story-4-y-sin-embargo-todavia-se-mueve/,Pixar delivers yet again by bringing different substance that reaches different age groups in their own way. [Full review in Spanish],2600290,POSITIVE,Hugo Hernández Valdivia,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,hugo-hernandez-valdivia,2708,Cinexcepción,7.5/10
120,"Jun 26, 2019",True,False,False,False,https://konexion.com.mx/review-de-toy-story-4/,"Toy Story 4 is full of great moments, comedy, empathy for toys and especially emotional and nostalgic moments that those who grew up with the franchise will value and those newer to it will enjoy it equally. [Full review in Spanish]",2600284,POSITIVE,Israel Acosta Aroche,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,israel-acosta-aroche,2728,Konexión,8/10
121,"Jun 26, 2019",True,False,False,False,https://www.sevendaysvt.com/vermont/playtime-gets-serious-in-pixars-toy-story-4/Content?oid=27827881,"Bright and shiny, with much of the third act set in and around a carnival, Toy Story 4 boasts impressive animation.",2600277,POSITIVE,Margot Harrison,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,margot-harrison,2240,Seven Days,4/5
122,"Jun 26, 2019",True,False,False,False,https://nationalpost.com/entertainment/movies/pixar-has-done-it-again-toy-story-4-is-a-masterpiece,"Patriotic joking aside, there's a whole lot happening in Toy Story 4, the most amazing thing being how first-time feature director Josh Cooley manages to keep the overstuffed 100 minutes moving so fast and feeling so nimble.",2600265,POSITIVE,Chris Knight,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,chris-knight,325,National Post,4.5/5
123,"Jun 26, 2019",True,False,False,False,https://oneroomwithaview.com/2019/06/24/toy-story-4-review/,"It may derive from cynical commercial roots, but it's an undeniable pleasure to spend time with Woody and co. once more.",2600256,POSITIVE,David Brake,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,david-brake,3078,One Room With A View,4/5
124,"Jun 26, 2019",True,False,False,False,https://www.themaineedge.com/buzz/movies/toy-story-4-plays-well-with-others,"Honestly, it's just about the best possible follow-up to a movie that seemingly needed no follow-up...I didn't want Toy Story 4 - but I sure am glad I got it.",2600236,POSITIVE,Allen Adams,http://resizing.flixster.com/KJFmXcNX0cJ27CsOv1hGDuM1e9s=/128x128/v1.YzszMTg2O2o7MTkxNzA7MjA0ODszMDA7MzAw,allen-adams,3284,The Maine Edge,5/5
125,"Jun 26, 2019",True,False,False,False,http://madaboutmoviespodcast.com/episodes/2019/6/26/toy-story-4,"Toy Story 4 delivers laughs, heart, and arguably the best performance by a spork of the past decade.",2600202,POSITIVE,Kent Garrison,http://resizing.flixster.com/m_Um2YhACIb6XQkIY0wwlqzPgQI=/128x128/v1.YzszMTY5O2o7MTkxNzA7MjA0ODszMDA7MzAw,kent-garrison,3256,Mad About Movies Podcast,B+
126,"Jun 26, 2019",True,False,False,False,http://threeimaginarygirls.com/toy-story-4/,"There is SO MUCH TO LOVE. Even though the core gang is pushed to the side to give Bo, Woody & Forky the main spotlight, I was absolutely thrilled with the directions the characters were taken in, and also with the new characters that were introduced.",2600200,POSITIVE,Amie Simon,http://resizing.flixster.com/V1QKD4BSQhSJiac5XPKrhIc2NhQ=/128x128/v1.YzszMzE3O2o7MTkxNzA7MjA0ODszMDA7MzAw,amie-simon,3415,Three Imaginary Girls,
127,"Jun 26, 2019",True,False,False,False,https://thirdcoastreview.com/2019/06/21/review-toy-story-4/,...see Toy Story 4 because it's one of the only franchise films this summer that doesn't stink up the joint; the other reason to see it is that's it's one of the best movies of the year.,2600185,POSITIVE,Steven Prokopy,http://resizing.flixster.com/wm1t9VPD0e4QGxOFkYTibPVYd_s=/128x128/v1.YzszMzc0O2o7MTkxNzA7MjA0ODszMDA7MzAw,steven-prokopy,3477,Third Coast Review,4/4
128,"Jun 25, 2019",True,False,False,False,https://www.elmundo.es/metropoli/cine/2019/06/20/5d0a42bbfdddffb4678b4755.html,"Toy Story 4 is tender, but terrifying, warm, but risky and liberating, but wild. [Full review in Spanish]",2600019,POSITIVE,Luis Martínez,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,luis-martinez-18379,2778,El Mundo (Spain),5/5
129,"Jun 25, 2019",True,False,False,False,https://www.thestranger.com/slog/2019/06/21/40548824/toy-story-4-is-a-trip-to-some-of-the-strangest-corners-of-the-pixar-universe,"(John) Lasseter doesn't deserve such niceties, but this solid, entertaining film shows that, even without his input, Pixar will be just fine.",2600018,POSITIVE,Robert Ham,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,robert-ham,1640,"The Stranger (Seattle, WA)",
130,"Jun 25, 2019",True,False,False,False,https://www.elantepenultimomohicano.com/2019/06/critica-toy-story-4.html,Another new masterpiece. [Full review in Spanish],2599993,POSITIVE,José Martín,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,jose-martin,2768,El antepenúltimo mohicano,5/5
131,"Jun 25, 2019",True,False,False,False,https://www.lanacion.com.ar/espectaculos/la-misma-aventura-pero-con-elenco-ampliado-nid2259601,Toy Story has tiny bubbles of joy that do not dilute. [Full review in Spanish],2599973,POSITIVE,Natalia Trzenko,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,natalia-trzenko,252,La Nación (Argentina),
132,"Jun 25, 2019",True,False,False,False,https://tinyurl.com/y6gva49d,"Featuring a decent handful of great laugh-out-loud moments, Toy Story 4 is certainly terrific family entertainment, though it doesn't quite hit the emotional peaks delivered by Toy Story 3.",2599894,POSITIVE,Jim Schembri,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,jim-schembri,2465,3AW,3/5
133,"Jun 25, 2019",True,False,False,False,https://deadline.com/video/toy-story-4-review-tom-hanks-tim-allen-annie-potts-keanu-reeves-christina-hendricks/,Woody and the gang are back in a sublime sequel that gets stolen by a spork named forky. Pixar just keeps topping itself.,2599870,POSITIVE,Pete Hammond,http://resizing.flixster.com/q--kN9ACgJr1_4b4-Pl-UrSXj_o=/38x44/v1.YzsxNzk0O2o7MTkxNzA7MjA0ODszODs0NA,pete-hammond,2256,Deadline Hollywood Daily,5/5
134,"Jun 25, 2019",True,False,False,False,https://www.themarysue.com/toy-story-4s-woody-is-the-perfect-embodiment-of-lifes-changes/,Toy Story 4 is maybe the perfect conclusion to this series.,2599868,POSITIVE,Rachel Leishman,http://resizing.flixster.com/R4wqnsZJhBZSCOT7vUUzvG_rYHs=/128x128/v1.Yzs0MDEzO2o7MTkxNzA7MjA0ODs1ODA7NTgw,rachel-leishman,2774,The Mary Sue,
135,"Jun 24, 2019",True,False,False,False,https://www.dailydot.com/upstream/toy-story-4-movie-review/,Toy Story 4 stands on the shoulders of its predecessors to deliver a wholly satisfying ending to this franchise-at least for now.,2599770,POSITIVE,Bryan Rolli,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,bryan-rolli,2798,The Daily Dot,5/5
136,"Jun 24, 2019",True,False,False,False,https://www.starburstmagazine.com/reviews/toy-story-4,Toy Story 4 is a delight... and that alone is more than we could have reasonably expected of it and more than enough reason for it to exist at all.,2599757,POSITIVE,Paul Mount,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,paul-mount,2424,Starburst,9/10
137,"Jun 24, 2019",True,False,False,True,https://www.filmcomment.com/blog/deep-focus-toy-story-4/,"Toy Story 4 is a must-see for its beauty, drollery, and charm. But when it comes to the story, the boomerang maneuver is all it's got.",2599746,POSITIVE,Michael Sragow,http://resizing.flixster.com/2WFtPYTiBrLFG6MMV7erG-rTRRo=/38x42/v1.YzsxNTkyO2c7MTkxNzA7MjA0ODszODs0Mg,michael-sragow,165,Film Comment Magazine,
138,"Jun 24, 2019",True,False,False,False,https://theweek.com/articles/847305/how-toy-story-4-avoided-fans-worst-fears,"Toy Story 4 is still great, and it works by respecting its predecessor's conclusive nature while offering a few additional thoughts rather than attempting to start over with a clean slate.",2599742,POSITIVE,Brendan Morrow,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,brendan-morrow,2882,The Week,
139,"Jun 24, 2019",True,False,False,False,https://www.stuff.co.nz/entertainment/film/film-reviews/113716524/toy-story-4-stick-a-spork-in-it--pixars-done-it-again-with-fab-franchises-emotional-ending,This might be just the most emotional experience you'll have in a cinema all year.,2599725,POSITIVE,James Croot,http://resizing.flixster.com/s2--2WxKDPxriWcmufwGOWiSLZE=/128x128/v1.YzsyODQ5O2c7MTkxNzA7MjA0ODsxNTA7MTUw,james-croot,1323,Stuff.co.nz,5/5
140,"Jun 24, 2019",True,False,False,False,https://www.nbcnews.com/think/opinion/disney-s-toy-story-4-feels-fitting-end-beloved-tale-ncna1020656,"Everyone gets time to tell their story, whether it's Duke Caboom or Buzz Lightyear. Everyone has their moment in the spotlight.",2599724,POSITIVE,Ani Bundel,http://resizing.flixster.com/pu9LoKOU564MHoSWU3JLW8V4xZA=/128x128/v1.YzszMjQ4O2o7MTkxNzA7MjA0ODszMDA7MzAw,ani-bundel,3328,NBC News THINK,
141,"Jun 24, 2019",True,False,False,False,https://www.assignmentx.com/2019/movie-review-toy-story-4/,"Toy Story 4 is fun and (does this even need saying of a Pixar film?) exceptionally well-made. If it doesn't live up to the towering effect of its predecessors, neither do most other movies.",2599719,POSITIVE,Abbie Bernstein,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,abbie-bernstein,3063,Assignment X,B
142,"Jun 24, 2019",True,False,False,False,http://cocalecas.net/2019/06/critica-a-toy-story-4-2019-de-josh-cooley/,"It feels like a nice, warm final hug before we all have to grow up and move on. [Full review in Spanish]",2599713,POSITIVE,Ruben Peralta Rigaud,http://resizing.flixster.com/X8xZB4H7CdOz0ca8apAcgM4rymE=/128x128/v1.YzsyOTA2O2c7MTkxNzA7MjA0ODsxNTA7MTUw,ruben-peralta-rigaud,2824,Cocalecas,
143,"Jun 24, 2019",True,False,False,False,https://www.sfexaminer.com/entertainment/toy-story-4-is-familiar-and-profound/,"Although the plot focuses on Pixar's exciting, expertly done rescues and escapes, ""Toy Story 4"" makes its masterstroke after those have played out.",2599712,POSITIVE,Jeffrey M. Anderson,http://resizing.flixster.com/6No4hoT7PoIForV62bE6d0DdXsg=/128x128/v1.YzsyNDkxO2c7MTkxNzA7MjA0ODsxNTI7MTY4,jeffrey-m-anderson,403,San Francisco Examiner,3.5/4
144,"Jun 24, 2019",True,False,False,True,https://www.baltimoremagazine.com/section/artsentertainment/movie-review-toy-story-4,"Yet another funny, heartwarming, and uncommonly wise chapter in Pixar's enduring film series.",2599707,POSITIVE,Max Weiss,http://resizing.flixster.com/pmp8z6bFfQ1kJzBKBFA5FTetcmg=/128x128/v1.YzsyNzE2O2c7MTkxNzA7MjA0ODsxNTA7MTUw,max-weiss,2783,Baltimore Magazine,3.5/4
145,"Jun 24, 2019",True,False,False,False,https://www.nacion.com/viva/cine/critica-de-cine-el-juguete-forky-le-salva-la/VEGHCFLAARBFFO7QDMMJYB5OVA/story/,A film that must be seen. [Full review in Spanish],2599706,POSITIVE,William Venegas,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,william-venegas,2730,La Nación (Costa Rica),4/5
146,"Jun 24, 2019",True,False,False,False,http://entertainmentvoice.com/2019/06/20/toy-story-4-brings-back-every-bit-of-charm-while-reflecting-on-times-passing/,"This is what a family movie should be all about, wonderful visuals, meaningful ideas and gut-busting humor.",2599701,POSITIVE,Alci Rengifo,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,alci-rengifo,3102,Entertainment Voice,
147,"Jun 24, 2019",True,False,False,False,https://www.cinefiloz.com/critica-toy-story-4/,A beacon of hope that reminds us that there is always more light at the end of the tunnel. [Full review in Spanish],2599700,POSITIVE,Emmanuel Báez,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,emmanuel-baez,2806,Cinéfiloz,5/5
148,"Jun 24, 2019",True,False,False,False,https://www.wbaltv.com/article/11-movie-reviews-toy-story-4/28165734,"Toy Story 4 is a surprise sequel I didn't think I needed, but adored it. Woody's character arc is something truly special.",2599696,POSITIVE,Lauren Veneziani,http://resizing.flixster.com/I7BZOiVtgEajSxFw5QZ3rBoRH-s=/128x128/v1.YzszMTU5O2o7MTkxNzA7MjA0ODszMDA7MzAw,lauren-veneziani,3241,WBAL-TV (Baltimore),4/5
149,"Jun 24, 2019",True,False,False,False,https://aisleseat.com/toy-story-4.html,"After producing three brilliant Toy Story movies, I had my doubts that Pixar could pull off a fourth. I could not have been more off-base with that assessment.",2599692,POSITIVE,Mike McGranaghan,http://resizing.flixster.com/eJCbINUZkRRR2IBNgSiZ4G7Bq9w=/38x42/v1.YzsyNDYyO2c7MTkxNzA7MjA0ODszODs0Mg,mike-mcgranaghan,2512,Film Racket,4/4
150,"Jun 24, 2019",True,False,False,False,https://www.flickeringmyth.com/2019/06/movie-review-toy-story-4-2019-3/,"Despite its dubious ""necessity"", Toy Story 4 adds an emotionally ambitious, tear-jerking post-script to Pixar's flagship franchise.",2599680,POSITIVE,Shaun Munro,http://resizing.flixster.com/_zw7npR3Hie1tvejk0Npp-rmp9Q=/128x128/v1.YzszMDMxO2o7MTkxNzA7MjA0ODszMDA7MzAw,shaun-munro,2936,Flickering Myth,4/5
151,"Jun 24, 2019",True,False,False,False,https://enfilme.com/en-cartelera/toy-story-4,"The new film is a revelation because it does not pretend to imitate its predecessor, but manages to recover the spirit of the first film of 1995 to offer a new round of light comedy and vivid adventures. [Full review in Spanish]",2599671,POSITIVE,Luis Fernando Galván,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,luis-fernando-galvan,2643,En Filme,4/5
152,"Jun 24, 2019",True,False,False,False,https://www.espinof.com/criticas/toy-story-4-pixar-recupera-a-sus-juguetes-maestria-habitual-magia-que-ha-hecho-grande-al-estudio,"Pixar retrieves its toys with the usual mastery, but without the magic that has made the studio great. [Full Review in Spanish]",2599661,POSITIVE,Víctor López G.,http://resizing.flixster.com/flzrZxfl2sfADOyTar0JiN9NkhU=/128x128/v1.YzszNjkzO2o7MTkxNzA7MjA0ODszMDA7MzAw,victor-lopez-g,2621,Espinof,3.5/5
153,"Jun 24, 2019",True,False,False,False,https://www.fotogramas.es/peliculas-criticas/a28115613/toy-story-4-critica-pelicula/,Toy Story 4 delivers us a cinema that has disappeared from our lives in the same way that our childhood toys did from our imaginations. [Full Review in Spanish],2599660,POSITIVE,Fausto Fernandez,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,fausto-fernandez,2780,Fotogramas,4/5
154,"Jun 24, 2019",True,False,False,False,https://www.thetimes.co.uk/past-six-days/2019-06-23/culture/film-review-toy-story-4-the-captor-v32bn2b8d,Tradition has turned out to be Pixar's heart-light.,2599659,POSITIVE,Tom Shone,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,tom-shone,437,Sunday Times (UK),5/5
155,"Jun 24, 2019",True,False,False,False,https://www.dailymail.co.uk/home/event/article-7162359/Toy-Story-4-step-gone-near-perfection.html,"But for all that I enjoyed it, for all that it will play to happily packed cinemas over the summer... there is a bit of me that wishes they'd called it a day after Toy Story 3. But maybe that's just me.",2599649,POSITIVE,Matthew Bond,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,matthew-bond,1694,The Mail on Sunday (UK),4/5
156,"Jun 24, 2019",True,False,False,False,https://www.cinepremiere.com.mx/toy-story-4-critica.html,"Although it is not the best movie in the series, it manages to honor the legacy of its predecessors and gives us a story worthy of these beloved characters. [Full Review in Spanish]",2599648,POSITIVE,Arturo Magaña,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,arturo-magana,2619,Cine Premiere,5/5
157,"Jun 24, 2019",True,False,False,False,https://cinematicconsiderations.com/2019/06/23/toy-story-4-to-infinity-and-beyond/,Kids will watch Toy Story 4 with wide eyes enjoying the whole ride and not fully understanding how good what they're seeing actually is.,2599646,POSITIVE,Matt Ward,http://resizing.flixster.com/A12BPEYVgGjUP23QQhGuOjuOzXE=/128x128/v1.YzszMTI1O2o7MTkxNzA7MjA0ODszMDA7MzAw,matt-ward,3176,Cinematic Considerations,
158,"Jun 24, 2019",True,False,False,False,https://www.bigpicturebigsound.com/Toy-Story-4.shtml,"It provides some laughs and a lot of heart but, in the end, it feels like a footnote to the toys' adventures.",2599644,POSITIVE,Matthew Passantino,http://resizing.flixster.com/SWPcKV5G6rJ5cYPMiTYVm8R9iIM=/128x128/v1.YzsyODc4O2c7MTkxNzA7MjA0ODsxNTA7MTUw,matthew-passantino,1878,Big Picture Big Sound,2.5/4
159,"Jun 23, 2019",True,False,False,False,https://www.victoriaadvocate.com/blogs/staff/flix/toy-story-review-pixar-does-it-again-with-stunning-animation/article_994d1c8a-9416-11e9-a99a-d75dcfbcbcc5.html,"Stunning animation and a storyline filled with adventure, comedy, and a few frights (as with any good Disney film) make this a welcomed return to the Pixar franchise.",2599636,POSITIVE,Joe Friar,http://resizing.flixster.com/d424fiIoZQy9PEUwvqGC5ITuy-A=/128x128/v1.YzszOTczO2o7MTkxNzA7MjA0ODszMDA7MzAw,joe-friar-23157,3141,The Victoria Advocate,3.5/4
160,"Jun 23, 2019",True,False,False,False,https://frewfilm.com/2019/06/23/toy-story-4-2019-review/,A majestic epilogue.,2599629,POSITIVE,Cameron Frew,http://resizing.flixster.com/oDgiUycGI2hW66ahzifuhbuy6fg=/128x128/v1.YzszMTc1O2o7MTkxNzA7MjA0ODszNDE7MzQx,cameron-frew,3231,FrewFilm,4/5
161,"Jun 23, 2019",True,False,False,False,http://www.theoohtray.com/2019/06/23/film-review-toy-story-4/,"It provides a resolution for all the toys, which though predicated on the same idea as previous films, namely each toy finding their purpose, gives that theme expression in a way that feels more individuated to the characters and satisfying.",2599625,POSITIVE,Ed Whitfield,http://resizing.flixster.com/2J6RO0zc5cCY9K25xo-xj-dc47Y=/128x128/v1.YzsyMzE4O2o7MTkxNzA7MjA0ODszNzg7MzI0,ed-whitfield,2415,The Ooh Tray,
162,"Jun 23, 2019",True,False,False,False,https://www.rendyreviews.com/movie-reviews//toy-story-4-review,"Darn you Pixar, just take your Oscar already you incredible masters of storytelling and animation.",2599622,POSITIVE,Rendy Jones,http://resizing.flixster.com/jfXJF4ylhIOx90bsgdJEiNMSpuU=/128x128/v1.YzszNTU0O2o7MTkxNzA7MjA0ODs4OTA7ODkw,rendy-jones,3099,Rendy Reviews,4.5/5
163,"Jun 23, 2019",True,False,False,False,https://aboutboulder.com/blog/movies/they-stuck-the-landing/,"There's no wrong way to respond to a movie, and I'll agree that Toy Story 4 isn't perfect, it's merely excellent. Is it too much of a good thing? Perhaps, but the fact remains that it's still a good thing.",2599613,POSITIVE,Tim Brennan,http://resizing.flixster.com/r8nvnHjAwbkxoHHuxWAPGoeTxWA=/128x128/v1.YzszMDk2O2o7MTkxNzA7MjA0ODszMDA7MzAw,tim-brennan,3167,About Boulder,
164,"Jun 23, 2019",True,False,False,False,https://comicbookdebate.com/2019/06/22/toy-story-4-review/,"A beautiful coda to the Toy Story Trilogy, Toy Story 4 provides a perfect epilogue for these beloved characters with strong emotional beats, powerful themes and hilarious moments.",2599609,POSITIVE,Sheraz Farooqi,http://resizing.flixster.com/8H74ZJlwJWIFOfbGuoJDyW2rszA=/128x128/v1.YzszNTUzO2o7MTkxNzA7MjA0ODs2MDA7NjAw,sheraz-farooqi,3319,CinemaDebate,4.5/5
165,"Jun 23, 2019",True,False,False,True,https://www.newyorker.com/magazine/2019/07/01/toy-story-4-plays-it-again,Cooley's film quickens and deepens...,2599605,POSITIVE,Anthony Lane,http://resizing.flixster.com/Quw9s6vGGfpoE1Fh_pQ5OMFlNKg=/128x128/v1.YzsyMjgxO2o7MTkxNzA7MjA0ODsxNDQ7MTQ0,anthony-lane,924,New Yorker,
166,"Jun 23, 2019",True,False,False,True,https://www.standard.co.uk/go/london/film/toy-story-4-film-review-pixar-a4170111.html,Toy Story 4 is so good it's criminal. The legislation it flouts is the law of diminishing returns which governs movies with numbers after their names.,2599602,POSITIVE,Matthew Norman,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,matthew-norman-19292,446,London Evening Standard,5/5
167,"Jun 23, 2019",True,False,False,False,https://www.cautionspoilers.com/film-reviews/toy-story-4/,"Both hilarious and disturbing, the near-perfect Toy Story 4 doesn't shy away from the big questions, delving into sentience and self-determination around the slapstick.",2599590,POSITIVE,Sarah Cartland,http://resizing.flixster.com/3kiU2RMKKxQU_8OQmgszdxrL1N0=/128x128/v1.YzszMTcyO2o7MTkxNzA7MjA0ODszMDA7MzAw,sarah-cartland,3228,Caution Spoilers,4.5/5
168,"Jun 23, 2019",True,False,False,False,https://cinesinfronteras.com/2019/06/20/resena-toy-story-4/,Another funny and touching entry into the most iconic Pixar saga. A colorful and imaginative adventure where our beloved characters question their purpose in life. [Full Review in Spanish],2599585,POSITIVE,Rene Sanchez,http://resizing.flixster.com/SDxAGDj2qxSwnSrYkqNamFB3p30=/128x128/v1.YzszMjI4O2o7MTkxNzA7MjA0ODszMDA7MzAw,rene-sanchez,3308,Cine Sin Fronteras,3.5/4
169,"Jun 23, 2019",True,False,False,False,http://cinemaemcena.cartacapital.com.br/critica/filme/8488/toy-story-4,"Like its predecessors, Toy Story 4's characters frequently question their own nature, their role in the universe, what they wish for their lives and how those wishes fare against reality. [Full review in Portuguese.]",2599584,POSITIVE,Pablo Villaça,http://resizing.flixster.com/9lOrGGFyyWi7-pZf75omRBZluu0=/38x56/v1.YzsxNzI2O2o7MTkxNzA7MjA0ODszODs1Ng,pablo-villaca-5765,1007,Cinema em Cena,4/5
170,"Jun 23, 2019",True,False,False,True,https://www.salon.com/2019/06/22/the-beautiful-bleakness-of-the-toy-story-movies/,"The latest installment, ""Toy Story 4,"" is perhaps the bleakest (and most beautiful) of them all.",2599551,POSITIVE,Matthew Rozsa,http://resizing.flixster.com/jBp0cP32sehuiwDLd3Byz0d24Q4=/128x128/v1.YzszMzMwO2o7MTkxNzA7MjA0ODs0MDA7NDAw,matthew-rozsa,400,Salon.com,3.5/4
171,"Jun 23, 2019",True,False,False,False,https://colbybryant.com/2019/06/22/review-toy-story-4-2019/,The feature-film CG-animated series that changed the industry is gorgeously & hilariously completed...be entertained by...the best friends any film goer could ask for!,2599550,POSITIVE,Colby Bryant,http://resizing.flixster.com/UUoQ3WIqakBRRvg4KzIw3v_XEH4=/128x128/v1.YzszMTkwO2o7MTkxNzA7MjA0ODszMDA7MzAw,colby-bryant,3278,Colbybryant.com,8.75/10
